Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Score (out of 10),Middle School Score (out of 10),High School Score (out of 10),Price,Beds,Baths,Sq Ft, Monthly Payment,Year Built,HOA Dues,Lot Size,Garage Spaces,Tax Amount,Zip Code
28,28,33,6,3,5,449999 ,4,2.5,1819,3036,2016,36,"4,792",2,3670,89149
0,0,22,5,6,4,468174 ,3,2,1634,3252,2023,65,"4,356",2,4600,89166
10,28,27,6,5,5,334900 ,2,2,1225,2370,1997,275,"2,000",2,1082,89129
58,35,46,5,3,3,434998 ,4,2.5,1878,2818,1998,64,"4,792",2,1788,89129
7,37,32,5,3,1,375000 ,4,2,1807,2373,1984,20,"6,970",2,1288,89108
6,0,22,7,7,6,879000 ,2,2.5,2334,5835,1999,172,"7,841",3,4800,89134
51,42,55,4,2,1,439900 ,5,3,1833,2719,1964,0,"6,098",0,1025,89108
25,34,34,6,7,3,859995 ,4,3,3157,5563,1989,115,"6,098",3,3581,89128
31,24,33,7,3,5,515000 ,4,3,2386,3370,2009,95,"5,227",2,2295,89166
14,13,40,6,5,5,420000 ,3,2.5,1956,2809,2006,110,"3,049",2,2207,89129
2,28,27,8,5,5,525000 ,3,2,1934,3441,2001,64,"6,534",3,2796,89131
15,35,30,7,7,6,339900 ,2,2,1179,2606,1989,455,"3,049",2,1393,89134
39,24,37,8,3,5,600000 ,3,2.5,2547,4089,2019,58,"7,405",2,5263,89149
21,29,33,6,3,5,425000 ,3,2,1415,2754,2004,55,"5,227",2,1854,89149
35,35,39,5,3,3,339900 ,3,2.5,1524,2221,1999,70,"2,178",1,1390,89129
12,32,39,7,3,5,449000 ,3,2.5,2365,3103,1995,202,"6,534",3,2553,89130
19,36,37,7,3,5,620000 ,4,2,2108,3823,1994,0,"8,712",2,1327,89130
13,30,28,8,5,5,875000 ,4,3,3006,5637,1996,0,20038,3,4774,89131
3,29,28,8,5,5,495000 ,4,2,2022,3185,2000,65,"6,534",3,1875,89131
17,21,28,6,3,5,670000 ,4,3.5,2656,4576,2019,85,"7,405",2,5750,89149
35,31,37,7,7,6,410000 ,2,2,1384,2771,1991,165,"7,405",2,1811,89134
59,30,44,7,7,6,875000 ,3,2.5,2934,5853,1997,251,"6,098",3,4348,89134
27,28,31,7,7,6,965000 ,3,2.5,2577,6304,1995,147,"7,841",2,4551,89134
29,31,31,7,7,6,549500 ,2,2,1860,3628,1992,147,"7,405",2,2285,89134
15,29,41,7,3,5,465000 ,3,2,1604,2908,1995,0,"6,534",2,1484,89130
21,28,22,6,3,5,399900 ,3,3.5,1977,2639,2007,115,"2,178",2,1549,89149
19,24,33,8,7,5,415000 ,4,2.5,1786,2691,2000,60,"4,356",2,1748,89143
9,27,27,7,3,5,395000 ,4,2.5,1656,2701,2015,125,"2,614",2,2525,89166
7,0,19,7,7,6,439900 ,2,2,1360,2981,1995,165,"6,970",2,2181,89134
3,30,26,8,5,5,435000 ,4,2,1828,2856,2004,85,"4,356",2,2000,89131
22,28,32,6,3,5,429925 ,5,2.5,2092,2725,1994,0,"4,356",2,1806,89129
6,0,26,8,5,5,799000 ,3,2.5,2879,5266,2012,96,10890,3,4627,89131
21,31,33,7,3,5,385000 ,3,2.5,1817,2589,2013,85,"1,742",2,2379,89149
11,0,24,6,5,5,640000 ,5,3,3663,4140,2003,44,"6,098",3,3161,89129
2,11,24,7,3,5,410000 ,3,2.5,1801,2755,2010,120,"3,920",2,2164,89166
17,32,29,5,3,3,599000 ,3,2.5,2264,3802,1995,8,"7,841",2,2482,89129
7,0,21,8,8,6,475000 ,2,2,1713,3228,1998,165,"7,405",2,2621,89134
17,0,30,6,5,5,614900 ,4,3,2440,3907,1997,0,"7,841",3,2698,89149
45,40,43,7,3,1,465000 ,4,2,2173,2963,1996,0,"6,970",3,2141,89130
27,35,37,7,7,6,640000 ,2,2,1804,4268,1990,173,"6,970",2,3158,89134
1,28,28,8,5,5,515000 ,4,2,2306,3368,2001,64,"6,534",3,2638,89131
3,27,20,8,3,5,515000 ,3,2.5,2215,3617,2020,147,"4,356",2,4634,89166
9,0,23,8,8,6,339900 ,2,2,1319,2593,1997,429,"3,049",2,1550,89134
5,0,24,8,8,6,825000 ,3,2.5,2577,5487,1996,165,"7,841",2,4585,89134
32,32,38,7,3,5,325000 ,3,2.5,1298,2117,2008,70,"1,742",1,1214,89149
67,36,42,6,7,3,485000 ,4,3,1996,3198,1997,78,"5,227",2,2590,89128
12,0,37,6,3,5,750000 ,4,2.5,2936,4769,2004,0,20909,4,3332,89149
1,0,26,6,5,5,635000 ,4,3,2539,4209,2015,75,"7,841",3,3980,89131
12,11,21,8,3,5,450000 ,3,2.5,2709,3049,2009,108,"3,485",2,2962,89166
59,43,46,4,2,1,330000 ,3,2.5,1375,2052,1986,0,"3,485",2,917,89108
5,26,27,8,3,5,735000 ,3,2.5,2564,4991,2019,170,"4,792",2,5042,89166
67,41,50,6,2,3,239999 ,2,2,900,1689,1990,200,"3,306",0,625,89108
19,33,35,7,7,6,829000 ,6,3,2838,5331,1995,60,"7,405",3,3681,89134
28,37,34,5,5,5,425000 ,3,2,1421,2912,1993,194,"5,227",2,2080,89149
7,0,19,7,7,6,549900 ,2,2,1533,3684,1995,173,"8,712",2,2623,89134
43,38,43,7,3,1,459000 ,4,2,1805,2811,1986,0,"7,405",2,749,89130
70,32,45,8,7,5,475000 ,4,2.5,1784,2990,2000,28,"4,356",2,1417,89143
19,29,25,7,7,6,339000 ,2,2,1007,2425,1993,278,"2,614",2,1401,89134
19,17,26,8,8,6,985000 ,4,3,2668,6460,1999,180,10890,3,4586,89144
48,43,47,4,,1,330000 ,3,2,1390,2033,1955,0,"6,970",0,690,89106
7,0,21,8,8,6,605000 ,2,2,1842,4006,1997,165,"7,405",2,2621,89134
48,40,50,4,3,1,420000 ,4,2.5,1746,2641,1984,0,"4,792",2,1517,89108
22,0,32,5,5,5,799999 ,5,4.5,3333,5196,1998,110,12197,3,3549,89129
18,16,26,7,7,6,419000 ,2,2,1388,2856,1995,173,"6,534",2,2087,89134
6,0,20,8,8,6,489900 ,2,2,1360,3275,1997,165,"10,019",2,2121,89134
43,35,35,7,7,6,475000 ,2,2,1749,3446,1989,425,"3,049",2,2120,89134
7,0,29,6,5,5,615000 ,4,2.5,2441,4037,2004,75,"5,663",3,3358,89129
33,25,41,8,8,6,589990 ,3,2.5,2047,4136,1996,420,"3,686",2,2202,89134
14,0,38,6,3,5,939900 ,4,3,3599,5985,1994,0,23522,3,4286,89149
23,31,37,6,3,5,395000 ,3,2.5,1634,2582,1994,84,"2,614",2,1589,89129
6,0,28,6,5,5,627900 ,4,2.5,3098,4105,2005,66,"8,276",3,3356,89130
11,29,24,7,3,5,385000 ,3,3,1541,2542,2006,68,"3,049",2,2030,89149
7,27,26,8,3,5,425000 ,3,2.5,1486,3006,2019,169,"3,049",2,3504,89166
39,0,37,6,3,5,695000 ,5,4,3544,4468,1998,0,21344,3,3677,89149
40,42,44,3,2,3,439991 ,4,2,1624,2717,1979,0,"6,098",2,987,89108
41,28,42,8,7,5,414999 ,3,2.5,1765,2672,2004,52,"3,485",2,1620,89143
24,29,43,7,3,5,478888 ,3,2,1722,3278,1998,202,"10,454",2,2506,89130
33,39,36,4,2,3,320000 ,3,2.5,1754,2084,2003,58,"3,920",2,1315,89108
13,26,28,8,5,5,724900 ,3,2.5,3010,4866,2019,80,"8,276",3,5347,89131
12,0,28,6,5,5,849900 ,4,4,2969,5341,1989,0,23958,6,3021,89149
16,24,30,6,5,5,685000 ,4,2.5,2698,4688,1997,193,"6,970",3,4722,89149
45,31,38,6,3,5,489173 ,4,2.5,2120,3137,1994,69,"5,227",2,1672,89149
30,27,27,8,3,5,499900 ,3,2.5,1952,3568,2022,156,"4,792",2,5023,89166
14,18,17,7,7,6,359900 ,2,2,1220,2655,1994,368,"3,049",2,1586,89134
54,39,42,7,3,1,379000 ,3,2,1394,2414,1992,13,"6,098",2,1579,89130
32,35,64,4,7,6,410000 ,3,2,1423,2752,1992,170,"3,485",2,1526,89128
44,40,37,2,3,1,445500 ,4,2,1841,3063,2019,93,"4,792",2,3624,89130
41,43,44,4,4,1,339999 ,3,2,1370,2093,1954,0,"9,148",0,680,89108
12,0,28,6,5,5,955000 ,4,3.5,3306,6126,1995,0,47480,4,4896,89149
20,0,32,7,7,5,950000 ,3,2,1713,5931,1993,0,52272,2,2908,89131
1,30,26,8,5,5,495000 ,3,3,2332,3258,2001,90,"5,663",3,2448,89131
20,28,28,6,5,5,379000 ,3,2,1254,2368,1996,0,"4,356",2,1179,89129
50,0,45,4,3,3,565000 ,4,2,2777,3639,1976,0,20909,0,3071,89108
15,0,23,8,3,5,599900 ,5,3,2996,4061,2013,105,"4,792",3,4368,89166
9,0,26,7,7,6,849900 ,3,2,2181,5531,1996,173,11326,2,3228,89134
34,31,41,5,5,5,574900 ,4,2.5,2700,3733,1995,37,"10,019",3,3042,89129
3,0,26,9,7,5,949000 ,5,4.5,4148,6437,2005,274,"9,148",2,5766,89131
25,35,33,5,5,5,569000 ,3,2.5,2197,3804,1994,191,"4,356",2,2473,89149
39,24,37,8,3,5,609900 ,3,3.5,2736,4175,2020,58,"7,841",2,5586,89149
11,0,21,6,5,5,631998 ,4,3,3575,4333,2019,45,"4,356",2,6042,89129
34,26,36,6,3,5,485900 ,3,2,2105,3145,1997,21,"7,841",2,2574,89149
9,0,20,8,3,5,499900 ,3,2.5,2657,3354,2009,110,"6,098",2,3011,89166
49,41,40,4,2,1,400000 ,4,3.5,2757,2526,1963,0,"7,405",2,1574,89108
5,0,25,8,5,5,979000 ,3,2.5,3605,6468,2008,175,20909,3,5171,89131
40,36,34,7,7,6,425000 ,2,2,1384,2893,1990,173,"7,405",2,2101,89134
8,30,27,8,5,5,880000 ,4,2.5,3430,5741,2005,96,24394,3,4504,89131
57,30,41,7,7,5,478800 ,3,2,1789,3045,1997,33,"7,405",2,1740,89131
29,36,32,6,7,3,609999 ,3,2,2393,4093,1989,150,"6,534",3,3489,89128
7,29,27,6,3,5,770000 ,5,3,4643,5022,1998,0,"7,841",3,4935,89129
41,30,39,4,5,5,320000 ,2,2,999,2087,2005,76,"3,049",2,1144,89131
57,32,44,7,3,5,365000 ,3,2.5,1721,2386,2006,65,"2,178",2,1625,89149
55,34,41,7,3,5,375000 ,3,2.5,1446,2442,2012,60,"2,178",2,1635,89149
63,33,47,6,5,5,375000 ,3,2,1284,2361,1995,0,"4,356",2,1382,89130
47,36,44,5,5,5,279900 ,2,2.5,1091,1901,1994,165,871,1,715,89108
36,28,33,6,5,5,925000 ,5,3,3135,6075,1988,269,"8,276",3,3204,89149
4,0,26,8,5,5,865000 ,4,2.5,3359,5496,2003,97,22651,2,2629,89131
11,30,29,8,5,5,424999 ,4,2.5,2318,2770,2007,48,"5,663",2,2132,89131
1,0,26,9,7,5,489900 ,4,3.5,2897,3279,2005,85,"4,792",2,3123,89131
57,27,40,5,5,5,554800 ,3,2.5,2733,3601,2003,35,"5,227",3,2924,89129
10,28,22,8,3,5,399500 ,3,2.5,1776,2583,2006,62,"2,614",2,1552,89149
27,24,35,6,3,5,849000 ,6,4,3946,5521,2011,55,"9,148",3,4585,89149
7,0,28,6,5,5,770000 ,3,2,2366,4785,1954,0,43996,2,2089,89149
43,39,37,7,3,1,464900 ,3,3,2237,2942,1990,13,11326,3,1742,89130
48,37,44,5,3,1,525000 ,3,2.5,1894,3392,1988,37,15246,2,2536,89031
8,28,46,8,3,5,593890 ,3,3.5,2130,3853,2023,166,"5,733",3,1573,89166
8,28,46,8,3,5,625390 ,3,2.5,2282,4042,2023,166,"5,689",3,1573,89166
46,28,40,5,5,5,574750 ,4,2.5,2571,3739,1995,37,10890,3,3122,89129
52,0,41,6,3,5,429000 ,3,2.5,1830,2737,2006,50,"3,920",2,1417,89149
8,24,24,8,3,5,689990 ,3,2.5,2508,4765,2020,145,"6,970",3,5859,89166
46,39,45,5,5,5,325000 ,3,2.5,1180,2015,1980,0,"6,970",2,826,89108
16,30,32,4,5,5,530000 ,4,2,2032,3590,2019,65,"6,534",2,4217,89131
36,33,32,7,7,5,449500 ,4,3,2067,3116,2016,110,"3,049",2,3778,89131
13,0,25,8,5,5,739000 ,4,2,2030,4805,2010,142,18731,2,2851,89131
44,28,46,4,5,5,415000 ,3,2.5,1842,2645,1999,23,"4,356",2,1650,89130
13,0,27,6,5,5,925000 ,4,4.5,3752,6153,2006,185,15682,4,5149,89149
1,16,25,7,7,5,770000 ,4,3.5,3066,5226,2003,195,13068,3,5044,89131
13,20,28,6,5,5,675000 ,4,2.5,3048,4351,2000,50,"7,405",3,3113,89130
10,25,29,7,3,5,659900 ,3,2.5,2632,4355,2005,94,"8,276",3,3711,89149
14,22,29,7,3,5,399999 ,3,2.5,1632,2663,2010,92,"2,178",2,2114,89166
18,34,31,5,3,3,429999 ,4,2.5,1662,2732,1997,13,"3,485",2,1731,89129
4,0,25,8,5,5,899000 ,5,3.5,3935,5815,2005,100,"8,276",3,3983,89131
47,0,41,5,5,5,579900 ,4,3,2896,3774,1993,28,"6,970",3,3286,89129
15,33,35,7,3,5,418777 ,3,2.5,1994,2845,1992,202,"8,276",2,1622,89130
27,34,37,7,3,5,375000 ,3,2,1372,2513,1996,159,"4,356",2,1297,89130
14,29,26,8,3,5,377500 ,3,2.5,1485,2469,2004,87,"3,049",2,1464,89166
23,29,44,7,3,5,314499 ,2,2,1214,2280,1988,310,"3,049",1,1047,89130
8,0,26,6,5,5,879000 ,5,3.5,3494,5728,1991,165,20038,3,3594,89129
32,29,28,7,7,5,737000 ,4,3,3676,4859,2003,75,11326,3,4449,89131
33,32,46,4,5,5,469900 ,3,3,2118,2978,1998,0,"6,534",3,1975,89130
17,12,31,9,7,5,629900 ,5,3,3030,4154,2002,82,"10,454",2,3602,89143
1,0,24,9,7,5,489900 ,3,2,1894,3229,2004,87,"5,227",2,2504,89131
7,0,25,6,5,5,725000 ,3,2,1920,4501,1973,0,1 Acre,0,1919,89131
21,33,28,5,3,3,519999 ,5,3,2911,3297,1997,6,"6,534",3,2125,89129
9,27,30,6,5,5,919570 ,4,4.5,3930,6469,2024,129,18731,3,10000,89130
3,30,26,8,5,5,618000 ,4,3,2947,4006,2005,75,"4,356",2,2765,89131
19,0,30,6,3,5,589900 ,5,3.5,3238,3830,2008,63,"7,841",2,2821,89149
51,38,45,5,5,5,399000 ,4,2.5,1744,2499,1990,0,"3,920",2,1320,89108
11,22,26,6,7,5,539900 ,3,2.5,2520,3513,2004,60,"6,970",2,2646,89143
7,0,29,6,3,5,749900 ,4,3,2522,4666,1990,0,27443,3,2109,89149
57,31,41,8,7,5,420000 ,3,2.5,2103,2677,2000,28,"3,920",2,1605,89143
46,32,38,7,3,5,409365 ,3,2,1371,2846,2023,145,"1,307",2,3000,89148
15,28,26,7,7,5,999999 ,4,5.5,5264,6646,2000,220,10890,3,5253,89131
1,0,26,6,5,5,750000 ,4,3,2904,4733,1990,0,21780,2,2907,89129
13,0,27,8,5,5,640000 ,5,4,3061,4241,2017,35,"6,534",3,4491,89131
2,30,27,8,5,5,311000 ,2,2,1162,2273,2020,216,"1,307",1,2333,89084
17,32,29,5,3,3,549900 ,3,2.5,2264,3436,1995,8,"5,227",2,1619,89129
23,36,33,5,5,5,425000 ,3,2,1429,2890,1994,193,"5,227",2,1825,89149
18,27,39,7,3,5,519999 ,4,3,2600,3391,1995,48,"7,405",2,2756,89130
47,36,44,5,5,5,284500 ,2,2.5,1091,1960,1994,190,871,1,803,89108
46,30,44,8,7,5,656000 ,5,3.5,3098,4196,2000,70,17424,3,2371,89131
9,0,25,6,5,5,799900 ,4,4,3350,5149,2005,80,18295,3,3347,89131
9,0,30,6,3,5,924900 ,5,4,3587,5856,2001,0,18731,4,3816,89149
10,0,26,6,5,5,688900 ,3,3.5,2779,4454,2007,50,"8,712",2,3350,89131
23,26,36,6,5,5,599900 ,5,4.5,3352,3821,1997,0,"7,405",3,2751,89130
31,28,32,8,3,5,669000 ,3,2.5,1952,4258,2022,156,"3,920",2,1150,89166
6,29,21,8,3,5,520000 ,4,3,2160,3616,2020,139,"4,792",2,4364,89166
19,29,27,8,3,5,589900 ,3,3.5,2865,4083,2018,138,"4,356",2,4952,89166
2,30,26,8,5,5,450000 ,3,2,1806,2937,2001,90,"5,663",2,1829,89131
25,29,27,8,3,5,760000 ,4,4,3195,5189,2017,138,"5,663",2,6000,89166
25,33,34,6,3,5,559999 ,4,3,3083,3583,1996,17,"5,227",3,2552,89129
47,38,43,7,3,5,455000 ,3,2.5,1938,2854,1996,0,"6,970",3,1557,89130
18,33,32,5,3,3,429000 ,3,2.5,1902,2736,1996,0,"4,356",2,2005,89129
19,32,37,7,3,5,550000 ,3,2,1794,3680,1997,202,"6,970",3,2211,89130
1,30,26,8,5,5,399000 ,3,2,1584,2608,2002,80,"5,227",2,1672,89131
58,34,43,6,3,5,463800 ,4,3,2464,3029,2003,44,"3,920",2,2489,89149
22,26,44,7,3,5,449900 ,3,2,2187,3083,1987,202,"6,970",2,2251,89130
8,0,27,8,5,5,799950 ,3,2.5,2580,5093,2023,164,16553,2,1673,89131
18,24,30,8,7,5,479000 ,4,3,2816,3154,2005,60,"4,792",3,2711,89143
5,0,26,8,5,5,975000 ,5,5.5,4323,6301,2006,120,19166,3,4115,89131
22,32,31,7,3,5,400000 ,4,2.5,1828,2677,2014,85,"3,049",2,2364,89149
30,31,42,4,5,5,560000 ,4,3.5,2721,3481,1994,0,12632,3,1537,89130
9,35,33,7,3,5,398888 ,3,2.5,1584,2726,1988,202,"4,356",2,1628,89130
12,0,25,8,5,5,619900 ,3,2,1750,3888,1990,0,23958,0,2119,89131
17,36,31,5,5,5,565000 ,3,2.5,2197,3795,1994,194,"4,356",2,2613,89149
2,30,26,8,5,5,649000 ,4,3,2355,4145,1990,0,23087,3,3107,89131
6,0,26,6,5,5,649900 ,3,2.5,2700,4171,2006,60,"8,712",3,2635,89131
4,0,25,8,5,5,699995 ,6,4,4234,4607,2005,65,"8,276",3,4209,89131
8,26,24,7,3,5,485000 ,3,3,2116,3172,2006,73,"3,920",2,2334,89149
10,0,25,7,7,5,899500 ,3,2.5,1968,5653,1987,0,81022,2,3200,89131
15,29,30,8,3,5,629900 ,4,3,2587,4312,2018,133,"5,227",2,4891,89166
30,26,32,5,5,5,649900 ,5,4.5,3333,4178,1995,15,"8,712",3,3258,89129
35,26,42,8,7,5,669900 ,5,3,3297,4333,2001,57,"7,405",3,3175,89143
3,0,41,6,3,5,879999 ,4,4,3350,5778,2011,155,16988,3,4246,89149
59,35,42,7,3,5,694000 ,5,4,2965,4420,1996,0,"6,534",3,3178,89130
4,0,26,6,3,5,859000 ,4,3,3800,5658,2012,157,20473,3,4294,89149
15,31,28,6,3,5,369999 ,3,2,1244,2320,1999,0,"3,920",2,1251,89129
4,0,29,6,3,5,849000 ,4,2.5,3407,5432,1993,0,21780,2,4178,89149
11,29,23,8,3,5,585000 ,3,2,1748,4147,2020,252,"6,970",2,4708,89166
6,0,26,8,5,5,709000 ,4,3.5,3084,4710,2013,96,"10,019",3,4418,89131
42,26,33,6,5,5,475000 ,3,2.5,1937,3138,1993,112,"6,970",2,2181,89149
54,27,45,5,5,5,514900 ,4,3,2896,3330,1994,26,"7,405",3,2650,89129
14,22,29,7,3,5,415000 ,3,2.5,1789,2787,2009,95,"3,049",2,2489,89166
13,0,27,9,7,5,709999 ,4,3.5,3091,4651,2009,83,"10,019",3,3804,89131
42,36,43,7,3,5,410000 ,3,2,1880,2591,1989,0,"8,276",2,1631,89130
16,0,29,8,3,5,899000 ,5,3,3442,5988,2019,55,10890,3,6605,89149
12,25,24,7,3,5,429998 ,4,3,1919,2921,2010,155,"3,485",2,2301,89166
35,22,38,8,7,5,520000 ,4,3,2374,3403,2005,71,"6,098",3,2618,89131
40,29,35,9,7,5,434988 ,4,2.5,2071,2781,1998,27,"4,356",2,1792,89131
16,30,32,4,5,5,670000 ,5,3,2034,4210,1977,0,46609,2,2383,89131
5,0,26,9,7,5,399400 ,4,3.5,2335,2875,2006,261,"3,485",2,2665,89131
14,28,31,6,3,5,900000 ,6,3,3386,5653,1996,0,"6,098",3,3167,89129
39,30,36,7,4,2,395000 ,3,2.5,1497,2552,2009,45,"3,485",2,1696,89118
41,38,42,5,7,3,598000 ,3,2,2224,3803,1990,0,"7,841",3,2673,89117
60,42,46,6,5,5,860000 ,7,4.5,4658,5463,1994,0,"7,405",3,3756,89147
55,38,59,6,5,2,429800 ,3,2,1296,2720,1978,0,"7,405",2,1754,89103
18,34,32,5,5,5,659500 ,3,2.5,2516,4237,2000,28,"7,405",3,3115,89117
59,39,53,4,7,3,495000 ,4,2.5,2178,3135,1979,0,"7,405",2,2058,89128
24,39,39,8,4,2,479999 ,4,2.5,1553,3039,2000,17,"5,663",2,1773,89113
67,40,55,4,4,3,325000 ,4,2.5,1493,2211,1974,195,"1,307",2,838,89102
47,40,47,5,3,1,525000 ,3,2,1634,3237,1968,0,11326,0,1124,89107
31,34,36,,8,2,515000 ,3,2,1704,3340,2001,14,"8,712",2,2913,89148
14,0,33,9,8,6,859000 ,4,3,2810,5732,2004,63,"10,019",2,6301,89138
74,42,56,4,4,3,349799 ,3,2,1036,2180,1980,0,"5,663",1,1023,89103
5,18,33,8,8,2,584900 ,4,3,2173,3849,2007,83,"3,920",2,3165,89135
26,0,33,10,8,6,849900 ,3,2.5,3144,5714,2005,95,"6,970",3,6364,89138
51,41,43,,8,2,319900 ,2,2,1612,2226,2002,140,"3,920",2,2041,89148
60,39,51,5,3,1,299900 ,4,2,1472,1877,1962,0,"6,098",0,980,89107
8,37,24,5,5,2,444000 ,3,2.5,1653,2953,1990,140,"4,356",2,1855,89147
42,37,52,6,8,5,650000 ,5,4,3064,4124,1999,0,"4,792",3,2783,89147
6,0,34,8,8,2,599000 ,3,2.5,2324,4068,2013,90,"4,356",2,4691,89135
48,38,41,5,4,2,400000 ,3,2,1438,2527,1978,0,"8,276",2,1587,89118
65,43,39,,8,2,429000 ,3,2.5,1516,2750,2005,50,"2,178",1,1571,89147
70,40,49,4,7,1,385000 ,3,2,1311,2392,1975,0,"6,970",2,1038,89107
31,39,37,4,5,5,614900 ,4,3,2292,4088,2014,92,"4,792",2,3774,89117
81,40,50,4,7,1,350000 ,3,2,1770,2175,1961,0,"6,534",0,957,89107
73,42,58,7,7,3,345000 ,2,2,904,2157,1982,0,"5,227",2,1096,89117
46,40,52,7,5,5,499900 ,3,2.5,1978,3546,1994,313,"3,049",2,2880,89117
24,35,33,7,7,3,495000 ,4,2.5,2080,3297,1994,116,"4,792",2,2601,89117
30,40,39,6,5,5,385000 ,3,2.5,1345,2624,2005,175,"2,614",2,1730,89147
20,33,33,5,5,5,550000 ,3,3,1911,3623,2012,87,"5,227",2,2915,89147
8,36,32,8,4,2,919000 ,3,2.5,2963,6408,1993,548,"6,970",3,4287,89113
38,42,42,,8,2,530000 ,4,2.5,2078,3441,2000,89,"8,712",3,2144,89147
79,38,56,4,4,3,250000 ,3,1.5,1159,1815,1973,170,"1,307",0,1779,89102
50,40,36,7,5,3,489900 ,4,3,2200,3190,1988,31,"6,098",2,2711,89117
66,40,52,3,5,3,450000 ,3,2,1860,2825,1979,0,"10,019",3,1571,89146
13,22,26,9,8,2,950317 ,3,3.5,2889,7063,2023,623,"5,663",2,9000,89135
53,41,46,6,5,3,237000 ,2,2,957,1661,1984,180,871,0,745,89103
63,42,48,4,7,1,349900 ,3,2,1424,2184,1953,0,"6,970",0,1062,89107
21,19,50,9,8,6,489900 ,3,2.5,1723,3205,2002,57,"3,485",2,2575,89138
37,35,36,9,8,6,550000 ,3,2.5,1750,3865,2007,318,"2,178",2,3041,89135
75,40,55,4,4,3,274900 ,2,1.5,1441,1903,1973,195,"1,307",2,746,89102
71,40,52,5,3,3,390000 ,4,2,1788,2410,1961,0,"6,098",0,894,89107
64,36,48,7,7,3,409890 ,3,2,1354,2549,1969,0,"6,970",2,1134,89145
32,32,32,9,8,6,389999 ,3,2.5,1809,2814,1999,317,"2,614",2,1944,89144
39,31,33,8,8,2,560000 ,4,2.5,2313,3653,2007,64,"4,356",2,2833,89148
25,18,29,9,8,6,599999 ,3,2,2072,3890,2000,60,"6,970",2,2844,89144
27,32,30,,8,2,869000 ,4,3.5,3217,5911,2002,275,12197,3,5190,89135
7,22,35,8,8,2,599000 ,4,2.5,2543,3931,2007,105,"6,970",2,2875,89135
71,0,55,9,8,6,525000 ,3,2,1555,3411,2005,55,"4,356",2,2544,89138
66,39,52,4,7,3,520000 ,3,2.5,2178,3219,1967,0,"9,583",2,1270,89145
17,25,26,9,8,2,872652 ,3,3,2344,6372,2023,623,"5,663",2,6280,89135
12,20,27,9,8,2,765000 ,2,2.5,1890,5554,2022,519,"5,663",2,5447,89135
19,38,32,7,5,3,729000 ,3,2.5,2466,4729,1989,33,"6,534",3,3972,89117
35,39,34,5,4,2,395475 ,3,2,1374,2763,2023,145,"1,742",2,3000,89118
55,38,46,5,5,5,295000 ,3,2,1024,1826,1976,0,"3,920",1,712,89147
23,0,18,10,8,6,824990 ,4,3.5,2616,5402,2018,57,"6,534",2,4856,89138
44,36,41,5,5,5,285000 ,2,1,854,1769,1980,0,"3,920",1,748,89147
8,0,41,10,8,6,659900 ,4,2.5,2470,4321,2006,95,"5,227",2,3300,89138
45,34,29,7,8,6,580000 ,3,2.5,1923,3792,2003,95,"6,534",2,2690,89135
21,37,37,8,4,2,498000 ,4,2.5,1836,3214,1997,0,"10,019",2,2783,89113
69,39,56,5,5,5,260000 ,2,2,1134,1645,1977,0,"3,920",0,1064,89147
43,35,52,5,7,6,450000 ,3,2,1702,2902,1996,75,"3,920",2,1591,89145
46,40,46,4,5,3,850000 ,3,2.5,2618,5334,1979,0,14810,4,2934,89146
18,33,29,8,4,2,699999 ,2,2,1814,5043,1984,590,"6,098",2,3135,89113
48,36,56,4,7,6,315000 ,2,2,1119,2071,1988,120,"1,742",1,781,89145
23,35,30,8,4,2,700000 ,3,2,2466,5053,1984,590,"6,098",2,3254,89113
38,32,34,,8,2,639000 ,2,2,1719,4341,2003,275,"6,098",2,2877,89135
42,36,33,7,8,6,849000 ,3,3.5,2994,5468,2002,55,"8,276",3,3947,89135
32,31,32,9,8,6,409900 ,3,2,1432,2863,1997,249,"3,049",2,1915,89144
57,33,45,4,3,3,435000 ,4,3,1918,2687,1966,0,"8,276",0,989,89107
16,0,35,9,7,5,659900 ,4,2.5,2840,4136,1980,0,22651,0,2217,89139
37,37,45,7,4,2,389990 ,2,2.5,1674,2685,1996,230,"1,742",2,1438,89118
13,0,29,6,6,2,435000 ,3,2.5,2041,2842,2006,64,"3,485",2,2082,89178
23,0,32,6,6,5,739000 ,4,3,3293,4823,2007,83,"7,405",3,3782,89178
12,0,36,6,6,5,449900 ,3,2.5,1992,2913,2005,35,"4,792",2,2207,89178
3,0,29,5,6,5,419900 ,4,3,1686,2821,2007,130,"3,049",2,2115,89178
9,0,34,6,6,2,624900 ,5,3.5,2673,4183,2005,147,"9,148",2,3536,89178
11,0,32,6,6,2,545000 ,5,3,3002,3496,2006,20,"4,356",3,2550,89178
18,31,33,6,6,2,735000 ,2,2,1758,5301,2020,401,"5,663",2,5982,89148
6,0,30,5,6,5,518000 ,3,3,2118,3456,2006,147,"5,663",2,2491,89178
27,0,43,8,7,2,999900 ,5,3.5,4412,6632,2006,120,"9,583",3,6297,89113
21,33,41,8,4,2,550000 ,4,3.5,2470,3718,2017,72,"4,356",2,4237,89113
6,0,21,7,6,2,380000 ,3,2.5,1467,2452,2006,52,"3,049",2,1494,89178
18,0,40,6,6,2,460000 ,3,2.5,2012,2955,2006,65,"3,920",2,1631,89178
